"date","report_url","report_title","report_description","report_type"
3 April 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_03Apr13.pdf","Thailand"," BOT Kept Policy Rate Unchanged At 2.75% For The 4th Meeting","Thailand"
28 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_28Mar13.pdf","Singapore MAS Monetary Policy Preview Maintaining Current Policy Stance In April 2013",,"Singapore"
26 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Mar13.pdf","Singapore"," Feb IP Plunges 16.6%y/y, 2nd Straight Month Of Manufacturing Contraction","Singapore"
25 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Mar13A.pdf","Euro - Zone"," Cyprus Bailout Deal Reached","Eurozone"
25 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Mar13.pdf","Singapore"," February Inflation Rose Faster Than Expected to Reach 4.9%","Singapore"
21 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_21Mar13.pdf","US FOMC"," Bernanke keeps US$85bn monthly QE and record low FFTR in March with no hint of QE scale-back yet","United States"
18 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Mar13A.pdf","Singapore"," NODX Plunged 30.6% In Feb, Weighed Down By Weak Electronics And Pharmaceuticals Exports","Singapore"
18 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Mar13.pdf","Cyprus"," Eurozone Leaders Take Unprecedented Step Of Taking A Bite From Depositors","Eurozone"
7 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_07Mar13A.pdf","Indonesia"," Interest Rate On Hold","Indonesia"
7 March 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_07Mar13.pdf","Japan"," BOJ Again Announced Nothing New In March MPM, The Last Meeting For Out-Going Gov Shirakawa","Japan"
26 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Feb13.pdf","Singapore"," IP Started The Year With A Disappointing 0.4% Contraction","Singapore"
25 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Feb13B.pdf","Singapore Budget 2013"," Further Fine-Tuning In Our Economic Restructuring Efforts","Singapore"
25 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Feb13A.pdf","Hong Kong"," Widening Property Market Cooling Measures","Hong Kong"
25 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Feb13.pdf","Singapore"," January Inflation Eased To 3.6%, As Food And Housing Costs Slowed","Singapore"
22 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_22Feb13.pdf","Singapore"," 4Q 2012 GDP Growth Revised Higher To 1.5%, Full Year 2012 At 1.3%","Singapore"
21 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_21Feb13.pdf","US FOMC Minutes (29-30 Jan 2013)"," Discussion Changed From Ending QE3 To Varying The Size Of QE3","United States"
20 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Feb13A.pdf","Malaysia"," GDP Continued to Outperform","Malaysia"
20 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Feb13.pdf","Thailand"," BoT Kept Policy Rate Unchanged At 2.75%","Thailand"
18 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Feb13A.pdf","Thailand"," Full Year GDP Grew By A Strong 6.4%","Thailand"
18 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Feb13.pdf","Singapore"," NODX Grew Only 0.5% In Jan, Weighed Down By Weak Electronics And Pharmaceuticals Exports","Singapore"
14 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Feb13.pdf","Japan"," BoJ As Expected Announced Nothing New In February, More Of The Same In Next MPM On 7 March","Japan"
8 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Feb13C.pdf","China"," Another Major Step Forward In RMB Internationalization","China"
8 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Feb13B.pdf","Singapore Budget Preview 2013 "," A Budget That Marks The Start Of A New Era","Singapore Budget"
8 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Feb13A.pdf","BoE Announces Reinvestment Of Upcoming Maturities",,"United Kingdom"
8 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Feb13.pdf","ECB Draghi's Comments Weigh",,"Eurozone"
5 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Feb13A.pdf","Indonesia"," Growth Moderated In Fourth Quarter","Indonesia"
5 February 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Feb13.pdf","Australia"," RBA Leaves Interest Rates Unchanged","Australia"
31 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_31Jan13A.pdf","Malaysia"," Bank Negara Extends Policy Stance","Malaysia"
31 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_31Jan13.pdf","US FOMC"," Expected FOMC decision but Surprising 4Q GDP contraction","United States"
29 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_29Jan13.pdf","Singapore"," Population To Hit 6.5-6.9 Million By 2030","Singapore"
28 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_28Jan13.pdf","ECB Releases LTRO Repayment Data",,"Eurozone"
25 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Jan13.pdf","Singapore"," Dec Industrial Production Buoyed By Biomedical Manufacturing","Singapore"
23 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Jan13.pdf","South Korea"," Dec Inflation At 4.3%, Higher Than Estimates of 3.8%","South Korea"
23 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Jan13.pdf","Singapore"," Dec Inflation At 4.3%, Higher Than Estimates of 3.8%","Singapore"
22 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_22Jan13.pdf","Japan"," BOJ Starts 2013 By Doubling Inflation Target To 2% And Surprise Pledge To Open-Ended Asset Buying In 2014","Japan"
18 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Jan13.pdf","China"," 4Q12 GDP Improves Further","China"
17 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Jan13.pdf","Singapore"," NODX Contracted 16.3% In Dec, The Worst In 14 Months","Singapore"
14 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Jan13.pdf","Singapore"," More Tightening Measures To Cool Housing Prices","Singapore"
11 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Jan13B.pdf","Japan"," Changing JPY view - USD/JPY to hit 95 by 2Q-2013","Japan"
11 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Jan13A.pdf","South Korea "," Central Bank In Wait-And-See Mode","South Korea "
11 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Jan13.pdf","No Changes From The ECB and BoE",,"Eurozone & United Kingdom"
10 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_10Jan13.pdf","Indonesia"," Interest Rate Remains At Record Low","Indonesia"
9 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Jan13.pdf","Thailand"," BoT Kept Policy Rate Unchanged At 2.75%","Thailand"
2 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Jan13A.pdf","US"," Fiscal Cliff Averted For Now Till End-Feb 2013","United States"
2 January 2013,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Jan13.pdf","Singapore"," GDP Grew 1.2% In 2012","Singapore"
26 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Dec12.pdf","Singapore"," Manufacturing Sector Returns To Growth In November But Still Cautious For December","Singapore"
24 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_24Dec12.pdf","Singapore"," Nov Inflation Slowed To 3.6%; Year-To-Date Still High At 4.6%","Singapore"
20 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Dec12.pdf","Japan"," BoJ Expands Stimulus Again In Dec But Refrains From Abe's Suggestions","Japan"
17 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Dec12.pdf","Singapore"," NODX Contracted In November Due To Continued Electronics Weaknessn","Singapore"
13 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Dec12.pdf","US FOMC"," Further Progress In RMB Internationalization","United States"
12 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Dec12.pdf","China"," Further Progress In RMB Internationalization","China"
10 December 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_10Dec12.pdf","China"," Next Key Event To Watch","China"
26 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Nov12.pdf","Singapore"," IP Declined 2.1% In Oct, Continuing Downside Risks For Full Year GDP","Singapore"
23 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Nov12.pdf","Singapore"," Oct Inflation Slower At 4.0%, But Year-To-Date Still High at 4.7%","Singapore"
20 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Nov12.pdf","Japan"," BoJ Stays Put In November As Expected","Japan"
19 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_19Nov12.pdf","Thailand"," 3Q GDP Moderated To 3.0%, Hurt By Exports Slowdown","Thailand"
16 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Nov12A.pdf","Malaysia"," Sustained Strong Growth In 3Q12","Malaysia"
16 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Nov12.pdf","Singapore"," 3Q GDP Grew 0.3%, Risks To 2012/13 Growth","Singapore"
8 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Nov12A.pdf","Malaysia"," Interest Rate On Hold","Malaysia"
8 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Nov12.pdf","Indonesia"," Bank Indonesia Stands Pat As Expected","Indonesia"
7 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_07Nov12.pdf","US 2012 Elections"," Obama wins re-election but gridlock in US Congress remains","United States"
5 November 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Nov12.pdf","Indonesia"," Growth Moderated In Third Quarter","Indonesia"
29 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_29Oct12.pdf","Hong Kong"," More Measures To Curb Property Market","Hong Kong"
25 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Oct12A.pdf","Singapore"," IP Fell 2.5% In Sep, Downside Risks For Full Year GDP","Singapore"
25 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Oct12.pdf","US FOMC"," A Widely-Expected No-Change FOMC In October","United States"
23 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Oct12.pdf","Singapore"," Sep Inflation Spiked Up To 4.7%; May Revisit 5.0% Levels","Singapore"
18 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Oct12.pdf","China"," 3Q12 GDP Shows Signs Of Stabilization","China"
17 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Oct12A.pdf","Thailand"," BOT Surprises With A 25bps Rate Cut","Thailand"
17 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Oct12.pdf","Singapore"," NODX Declined For 2nd Straight Month, Outlook Darkened","Singapore"
12 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Oct12.pdf","Singapore"," MAS Surprises With No Change In Monetary Policy","Singapore"
11 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Oct12A.pdf","Indonesia"," Policy Rate On Hold","Indonesia"
11 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_11Oct12.pdf","South Korea"," Interest Rate Cut As Expected","South Korea"
5 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Oct12.pdf","Japan"," BoJ Keeps Monetary Policy Unchanged For Now On 5 Oct 2012","Japan"
4 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_04Oct12.pdf","Singapore"," MAS Monetary Policy Preview Likely To Lower Policy Slope Steepness","Singapore"
2 October 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Oct12.pdf","Australia"," Forward-Looking RBA Brings Cash Rate To 3.25%","Australia"
28 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_28Sep12.pdf","Malaysia"," Lower-Than-Expected Budget Deficit For 2013","Malaysia"
27 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_27Sep12.pdf","Singapore"," IP At -2.2% In Aug, 3Q Technical Recession Risks Rise","Singapore"
24 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_24Sep12.pdf","Singapore"," August Inflation Continues To Slow","Singapore"
21 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_21Sep12.pdf","Malaysia Budget 2013 Preview"," NODX - Pressure To Keep Deficit Below 5% of GDP","Malaysia"
17 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Sep12.pdf","Singapore"," NODX - Declined For The First Time Since March 2012","Singapore"
14 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Sep12.pdf","US FOMC"," Fed Delivers A Bold QE3","United States"
13 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Sep12A.pdf","Indonesia"," Rate Steady At 5.75%","Indonesia"
13 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Sep12.pdf","South Korea"," Unexpectedly On Hold","South Korea"
7 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_07Sep12.pdf","ECB, Unlimited (But With Conditions)",,"Eurozone"
5 September 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_05Sep12.pdf","Thailand"," BOT Keeps Policy Rate Unchanged At 3% After Close Decision","Thailand"
24 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_24Aug12.pdf","Singapore"," Manufacturing Output Slowed Sharply In July","Singapore"
23 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Aug12.pdf","Singapore"," Sharply Slower Inflation In July Boosts Room For Policy Tweak","Singapore"
17 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Aug12.pdf","Singapore"," July NODX Growth Holding Up Surprisingly Well","Singapore"
16 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Aug12.pdf","Malaysia"," Exceptional Growth In 2012","Malaysia"
10 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_10Aug12A.pdf","Singapore","2Q GDP Expansion Revised Higher To 2% But 2012 Growth Trimmed Lower To 1.5-2.5%","Singapore"
6 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_06Aug12.pdf","Indonesia"," Investment Offset Weakness In Exports","Indonesia"
3 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_03Aug12.pdf","Eurozone"," Draghi Disappoints","Eurozone"
2 August 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Aug12.pdf","US FOMC"," Fed Issues A Stronger Statement In August But No New Action Yet","United States"
27 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_27Jul12.pdf","Eurozone crisis "," Hope Or Gloom?","Eurozone"
26 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jul12.pdf","Singapore"," June Manufacturing High On Drugs","Singapore"
23 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Jul12.pdf","Singapore"," CPI Inflation Returned Above 5% In June 2012","Singapore"
17 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Jul12.pdf","Singapore"," June NODX Surprised On The Upside Due To Both Electronic And Non-Electronic Shipments","Singapore"
13 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Jul12A.pdf","China"," 2Q12 GDP Growth Deceleration With Signs Of Stabilization","China"
13 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Jul12.pdf","Singapore"," 2Q Data Slower Than Expected","Singapore"
12 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Jul12.pdf","South Korea "," Unexpected Rate Cut Follows Monetary Easing By Major Central Banks","South Korea "
6 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_06Jul12B.pdf","Malaysia"," No Surprise In Interest Rate Decision","Malaysia"
6 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_06Jul12A.pdf","Further Easing From ECB And BoE",,"Eurozone & United Kingdom"
6 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_06Jul12.pdf","China"," PBoC Moves In Tandem and Lowers Interest Rates Further","China"
2 July 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_02Jul12.pdf","Eurozone"," Markets Cheer To EU Deal, But What's Next?","Eurozone"
26 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jun12.pdf","Singapore"," May IP Rebounds","Singapore"
25 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Jun12.pdf","Singapore"," May CPI Moderated","Singapore"
21 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_21Jun12A.pdf","Taiwan"," Monetary Policy Staying On Hold For Now","Taiwan"
21 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_21Jun12.pdf","US Fed FOMC"," Twisting Some More In June","United States"
18 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_18Jun12.pdf","Greece"," Staying Alive In The Euro","Greece"
13 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Jun12.pdf","Thailand"," Interest Rate Kept At 3.00%","Thailand"
12 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Jun12A.pdf","Indonesia"," Interest Rate Kept Steady In June","Indonesia"
12 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Jun12.pdf","Spain"," Another Temporary Band Aid On The Sovereign Debt Problem","Spain"
8 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Jun12.pdf","China"," PBoC Begins Easing Bias With First Rate Cut Since 2008","China"
6 June 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_06Jun12.pdf","Singapore"," USD/SGD May Test New 2012 High At 1.35","Singapore"
29 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_29May12.pdf","China"," Another Small Step in RMB Internationalization","China"
25 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_25May12.pdf","Singapore"," Apr IP Disappoints, Global Uncertainty to Weigh on Growth","Singapore"
24 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_24May12.pdf","Malaysia"," Slowing Growth As External Demand Weakened","Malaysia"
23 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23May12.pdf","Singapore"," April CPI Edged Higher, But Headline Inflation Could Ease In 2H2012","Singapore"
21 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_21May12.pdf","Thailand"," 1Q GDP Rebounded","Thailand"
17 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17May12.pdf","Singapore"," 1Q GDP remained at 1.6% y/y","Singapore"
14 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_14May12.pdf","China"," Third RRR Cut In Six Months","China"
10 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_10May12A.pdf","Asia"," Still Leaning Towards Steady Interest Rates","Asia"
10 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_10May12.pdf","Politics Rocks The Eurozone",,"Eurozone"
7 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_07May12.pdf","Indonesia"," Growth Remained Firm In 1Q12","Indonesia"
2 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_02May12A.pdf","Thailand"," Policy Rate Maintained At 3.00%","Thailand"
2 May 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_02May12.pdf","Malaysia"," Minimum Wage Introduced For The Private Sector","Malaysia"
30 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_30Apr12.pdf","China"," After The Record RMB Fixings - Whats Next?","China"
26 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Apr12.pdf","South Korea"," Growth Continues To Moderate In 1Q12","South Korea"
17 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Apr12A.pdf","Asia"," Maintaining Our USD/Asian FX Forecasts For Now","Asia"
17 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Apr12.pdf","Singapore"," March NODX Contracted On Smaller Non-Electronic Shipments","Singapore"
16 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Apr12.pdf","China"," PBoC Widens USD/CNY Daily Trading Band To 1%","China"
13 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Apr12C.pdf","Asia"," Interest Rates In Indonesia And South Korea To Stay For The Rest Of The Year","Asia"
13 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Apr12B.pdf","Spain"," Why Is Spain The Next Pain?","Spain"
13 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Apr12A.pdf","China"," 1Q12 GDP Shows Moderation On Track","China"
13 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Apr12.pdf","Singapore"," MAS Surprises With Tighter Monetary Policy Stance","Singapore"
9 April 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Apr12.pdf","Singapore"," MAS Monetary Policy Preview Likely To Maintain Gradual And Modest Appreciation Stance","Singapore"
26 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Mar12.pdf","Singapore"," February IP Rebounds, But Electronics Still Weak","Singapore"
23 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Mar12.pdf","Singapore"," February CPI Continued To Moderate","Singapore"
22 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_22Mar12.pdf","Taiwan"," Monetary Policy Remains On Hold","Taiwan"
16 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Mar12.pdf","Singapore"," February NODX Surged","Singapore"
14 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Mar12.pdf","US"," March FOMC No Surprise But Little Forward-Looking Guidance As Well","United States"
12 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Mar12.pdf","Greece"," Greece Debt Swap - Kicking The Can Down The Road Again 75% Marked Down, CDS Triggered","Greece"
8 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Mar12A.pdf","Indonesia"," Bank Indonesia","Indonesia"
8 March 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Mar12.pdf","South Korea"," Bank of Korea Kept Interest Rate Steady","South Korea"
23 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Feb12.pdf","Singapore"," January CPI Moderated","Singapore"
22 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_22Feb12.pdf","Greece Gets Bailout"," Default Averted For Now - But What's Next?","Greece"
20 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Feb12A.pdf","Thailand"," 4Q GDP downbeat","Thailand"
20 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_20Feb12.pdf","China"," Lowering RRR for the second time","China"
17 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Feb12.pdf","Singapore"," January NODX Lower Than Expected","Singapore"
16 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Feb12A.pdf","Malaysia"," Growth Slowing Ahead But Some Support Expected","Malaysia"
16 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Feb12.pdf","Singapore"," 4Q 2011 GDP Weaker Than Expected","Singapore"
9 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_09Feb12.pdf","Indonesia"," Bank Indonesia Surprised With 25bps Cut","Indonesia"
7 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_07Feb12A.pdf","Greece"," Greece On The Edge","Greece"
7 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_07Feb12.pdf","Indonesia"," Sustained Steady Growth In 4Q11","Indonesia"
6 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_06Feb12.pdf","Singapore Budget 2012"," Long-Term Gain, Short-Term Pain","Singapore Budget"
1 February 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_01Feb12.pdf","Malaysia"," Bank Negara Kept OPR Steady As Expected","Malaysia"
31 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_31Jan12.pdf","Malaysia"," Further Liberalizations In The Financial Markets","Malaysia"
26 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jan12a.pdf","Singapore"," December IP Rebounds","Singapore"
26 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_26Jan12.pdf","US"," FOMC Starts Its 2012 Policy Cycle With A Surprise","United States"
25 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Jan12a.pdf","Thailand"," Policy Rate cut by 25bps to 3.00%","Thailand"
25 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Jan12.pdf","Singapore"," Dec CPI moderated to 5.5% y/y","Singapore"
17 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Jan12A.pdf","China"," 4Q11 Growth Tracking Above Expectations","China"
17 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_17Jan12.pdf","Singapore"," December NODX Boosted By Pharma","Singapore"
16 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Jan12.pdf","Eurozone"," Euro-zone Debt Crisis S&P Downgrades 9 Euro-zone Member States Including France And Austria","Eurozone"
13 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_13Jan12.pdf","South Korea"," High Inflation Constraining The BoK","South Korea"
12 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_12Jan12.pdf","Indonesia"," Interest Rate Stays At 6.00% In January","Indonesia"
4 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_04Jan12.pdf","Eurozone"," How Should We Think About The Eurozone In 2012?","Eurozone"
3 January 2012,"http://www.uobgroup.com/assets/pdfs/research/Flash_03Jan12.pdf","Singapore"," 2011 Full Year Growth At 4.8%","Singapore"
30 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_30Dec11.pdf","Taiwan"," Monetary Policy On Hold For Now (30 December 2011)","Taiwan"
23 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_23Dec11.pdf","Singapore"," November CPI Higher Than Expected (23 December 2011)","Singapore"
16 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_16Dec11.pdf","Singapore"," November NODX Beeter Than Expected (16 December 2011)","Singapore"
14 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_14Dec11.pdf","US FOMC"," No Early Christmas Surprise From The Federal Reserve (14 December 2011)","US FOMC"
8 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Dec11A.pdf","Asia"," Central Banks In South Korea And Indonesia Held Interest Rates Steady In December (08 December 2011)","Asia"
8 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_08Dec11.pdf","Singapore"," Property Measures To Dampen Foreign Interest (08 December 2011)","Singapore"
1 December 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_1Dec11.pdf","China"," PBoC Moves To Lower Reserve Requirement Ratio (01 December 2011)","China"
30 November 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_30Nov11.pdf","Thailand"," Policy Rate Cut 25bps To 3.25% (30 November 2011)","Thailand"
29 November 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_29Nov11.pdf","Eurozone"," Is The European Central Bank Able And Willing To Leverage Up? (29 November 2011)","Eurozone"
25 November 2011,"http://www.uobgroup.com/assets/pdfs/research/Flash_25Nov11.pdf","Singapore"," Pharma Boosted October IP (25 November 2011)","Singapore"
